Token	Sentença
imp	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##rim	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##ir	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
-	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
lhe	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
nas	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
esp	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##á	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##dua	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##s	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
a	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
marca	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
da	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
última	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
ab	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##je	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##ção	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
.	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
[SEP]	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
[CLS]	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
Em	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
falta	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
de	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
pun	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
##don	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
##or	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
e	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
de	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
ver	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
##gonha	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
,	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
que	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
a	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
